k01.01,k01.02,k01.03,k01.04,k01.05,k01.06,k02.07,k02.08,k02.09,k03.10,k03.11,k03.12,k03.13,k03.14,k03.15,k03.16,k03.17,k03.18,k03.19,k03.20,k03.21,k03.22,k03.23,k03.24,k05.34,k04.26,k04.27,k04.28,k04.29,k04.30,k04.31,k03.25,k04.32,k04.33,k05.35,k05.36,k05.37,k05.38,k05.39,k05.40,k05.41,k05.42,k05.43,k05.44,k05.45,k05.46,k05.47,k05.48,k06.49,k06.50,k06.51,k07.52,k07.53,k07.54,k07.55,k07.56,k08.57,k08.58,k09.59,k09.60,k09.61,k09.62,k09.63,k09.64,k09.65,k10.66,k10.67,k10.68,k10.69,k10.70,k10.71,k10.72,k10.73,k10.74,k10.75,k10.76,k10.77,k10.78,k11.79,k11.80,k11.81,k11.82,k11.83,k12.84,k12.85,k13.86,k13.87,k13.88,k13.89,k13.90,k13.91,k13.92,k13.93,k14.94,k14.95,k14.96
2021/02/24 10:15:08,Surveilans/Petugas Pelacakan Kontak,Puskesmas,1993,Wanita,Diploma/S1,Tidak mengikuti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Handphone,1-3 jam,Mudah,Jaringan internet yang tidak bagus,Petunjuk Teknis (Juknis); Diskusi dengan rekan sesama tenaga kesehatan; Diklat/seminar/pelatihan; Internet,"Membantu anamnesa pasien; Membantu program kesehatan lain (contoh: imunisasi, DBD, posyandu); Melaksanakan dan mengawasi kesehatan lingkungan",1-3 jam,Lebih dari 5 jam,1-3 jam,1-3 jam,3-5 jam,Lebih dari 5 jam,1-3 jam,Lebih dari 5 jam,Pribadi,,,,,,Puskesmas,,,,"Rp100.000,00 - Rp300.000,00","Rp300.001,00 - Rp500.000,00",-,"Alamat kasus konfirmasi tidak lengkap; Nomor kontak (hp, telp rumah, dll) tidak lengkap/tidak tersedia; Lintas sektor (kelurahan, RT/RW) tidak kooperatif",Kasus Konfirmasi tidak mengingat (lupa) riwayat kontaknya,Kontak erat atau kasus konfirmasi tidak merespon telepon atau pesan yang dikirim; Kasus konfirmasi atau kontak erat tidak mau memberikan informasi yang dibutuhkan,Informasi yang diberikan kasus konfirmasi atau kontak erat kurang lengkap,Ketidaksinkronan data antara pencatatan manual dan excel/aplikasi,3,Kontak erat/kasus konfirmasi berhasil dihubungi; Kontak erat/kasus konfirmasi berhasil sembuh,WhatsApp; SMS; Telepon; Kunjungan langsung,WhatsApp,Form PE kertas; Form Excel; New All Record (NAR),Form Excel; Aplikasi milik Kab/Kota; Silacak,Tidak pernah,,3,Menerima laporan kondisi pasien yang isolasi mandiri untuk pemantauan; Mendapatkan nomor hp dan alamat pasien yang bisa dihubungi; Memperoleh data secara cepat dan akurat tentang riwayat pasien,"Kurang dari Rp1.000.000,00",Ya,Putri apriana
2021/02/24 10:13:51,Surveilans/Petugas Pelacakan Kontak,Puskesmas,1970,Pria,Diploma/S1,Mengikuti secara penuh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Handphone,1-3 jam,Mudah,Biaya internet yang mahal; Jaringan internet yang tidak bagus,Petunjuk Teknis (Juknis); Diklat/seminar/pelatihan,Melaksanakan dan mengawasi kesehatan lingkungan,Lebih dari 5 jam,Kurang dari 1 jam,3-5 jam,Lebih dari 5 jam,3-5 jam,Lebih dari 5 jam,1-3 jam,3-5 jam,,,Dinkes Kab/Kota,,,,,Dinkes Kab/Kota,,,"Rp300.001,00 - Rp500.000,00","Rp300.001,00 - Rp500.000,00",,"Nomor kontak (hp, telp rumah, dll) tidak lengkap/tidak tersedia; Keterlambatan rilis informasi kasus","Nomor kontak (hp, telp rumah, dll) tidak lengkap/tidak tersedia; Kasus Konfirmasi tidak terbuka (tidak mau memberi tahu siapa saja kontak eratnya); Kasus Konfirmasi tidak mengingat (lupa) riwayat kontaknya",Tidak menerima akan statusnya sebagai kontak erat atau kasus konfirmasi,Informasi yang diberikan kasus konfirmasi atau kontak erat kurang lengkap,"Ketidaktersediaan fasilitas pendukung (komputer/laptop, internet, listrik); Kesulitan untuk menemukan kembali arsip kertas form PE",,Kontak erat/kasus konfirmasi mematuhi anjuran dan isolasi; Mendapat insentif/reward yang sesuai; Dinkes Kab/Kota mengapresiasi pekerjaan saya,WhatsApp; SMS; Telepon; Kunjungan langsung,WhatsApp; SMS; Telepon,Form PE kertas; Form Excel; Aplikasi Pelaporan (Pikobar); New All Record (NAR),Form PE kertas; New All Record (NAR),4-5 hari sekali,4,4,Menerima laporan kondisi pasien yang isolasi mandiri untuk pemantauan; Memperoleh data secara cepat dan akurat tentang riwayat pasien; Pelibatan wakil masyarakat setempat dalam lacak kontak di suatu wilayah,"Rp3.000.001,00 - Rp4.000.000,00",Tidak,
2021/02/24 10:08:32,Surveilans/Petugas Pelacakan Kontak,Puskesmas,1974,Pria,Diploma/S1,Mengikuti sebagian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Handphone,1-3 jam,Sangat sulit (sering meminta bantuan orang lain dalam melakukan aktivitas online),Biaya internet yang mahal; Jaringan internet yang tidak bagus; Tidak terbiasa melakukan aktivitas online,Petunjuk Teknis (Juknis); Diskusi dengan rekan sesama tenaga kesehatan,"Membantu program kesehatan lain (contoh: imunisasi, DBD, posyandu); Sebagai PLT.TU",1-3 jam,1-3 jam,Kurang dari 1 jam,1-3 jam,1-3 jam,Kurang dari 1 jam,Kurang dari 1 jam,Kurang dari 1 jam,Pribadi,,,,,,Puskesmas,,,,"Rp100.000,00 - Rp300.000,00","Rp100.000,00 - Rp300.000,00",Makan minum.100000,"Nomor kontak (hp, telp rumah, dll) tidak lengkap/tidak tersedia; Keterlambatan rilis informasi kasus; Lintas sektor (kelurahan, RT/RW) tidak kooperatif",Kasus Konfirmasi tidak terbuka (tidak mau memberi tahu siapa saja kontak eratnya); Kasus Konfirmasi tidak mengingat (lupa) riwayat perjalanannya; Kasus Konfirmasi tidak mengingat (lupa) riwayat kontaknya,Kontak erat atau kasus konfirmasi tidak merespon telepon atau pesan yang dikirim; Tidak menerima akan statusnya sebagai kontak erat atau kasus konfirmasi,Pencatatan yang berulang (manual dan komputer); Informasi yang diberikan kasus konfirmasi atau kontak erat kurang lengkap,Ketidaksinkronan data antara pencatatan manual dan excel/aplikasi; Kekurangan SDM untuk melakukan pelaporan; Kesulitan untuk menemukan kembali arsip kertas form PE,2,Kontak erat/kasus konfirmasi berhasil sembuh; Ingin segera menyelesaikan tugas dalam pelacakan kontak; Pekerjaan saya bisa membantu masyarakat,WhatsApp; Telepon,Telepon,Form PE kertas,New All Record (NAR); WhatsApp Group,2-3 hari sekali,2,3,Mendapatkan nomor hp dan alamat pasien yang bisa dihubungi; Pelibatan wakil masyarakat setempat dalam lacak kontak di suatu wilayah; Menerima hasil swab secara cepat,"Kurang dari Rp1.000.000,00",Ya,Widanto
2021/02/24 10:03:59,Dokter Fungsional,Puskesmas,1968,Wanita,Diploma/S1,Tidak mengikuti,Ya,Identifikasi kontak erat (wawancara),Tidak setuju,Tidak setuju,Tidak setuju,Tidak setuju,Tidak setuju,Tidak setuju,Tidak setuju,Tidak setuju,Netral,Setuju,Sangat setuju,Tidak setuju,Tidak setuju,Tidak setuju,Tidak setuju,Tidak setuju,Tidak setuju,Tidak setuju,Tidak setuju,Tidak setuju,Tidak setuju,Setuju,Setuju,Tidak setuju,Tidak setuju,Netral,Setuju,Tidak setuju,Tidak setuju,Tidak setuju,Tidak setuju,Tidak setuju,Tidak setuju,Tidak setuju,Setuju,Tidak setuju,Tidak setuju,Tidak setuju,Tidak setuju,"Menciptakan ketenangan dalam bekerja, dengan informasi yang jelas dan situasi terkini terkait COVID-19; Mendapatkan panduan untuk perlindungan terhadap diri sendiri dan keluarga dalam situasi pandemi",Melindungi masyarakat dari risiko penyebaran COVID-19; Memberikan edukasi mengenai pelacakan kontak; Berperan aktif dalam mengatasi pandemi; Melaksanakan arahan otoritas yang lebih tinggi,Pemahaman terhadap situasi pandemi yang dialami masyarakat setempat di suatu wilayah; Adanya upaya untuk membangun kepercayaan dan keterlibatan masyarakat dalam lacak kontak,Handphone,3-5 jam,Mudah,Jaringan internet yang tidak bagus,Petunjuk Teknis (Juknis); Diskusi dengan rekan sesama tenaga kesehatan; Diklat/seminar/pelatihan; Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tidak,
2021/02/24 10:01:21,Surveilans/Petugas Pelacakan Kontak,Puskesmas,1978,Wanita,Diploma/S1,Tidak mengikuti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Handphone,Lebih dari 5 jam,Sangat sulit (sering meminta bantuan orang lain dalam melakukan aktivitas online),Biaya internet yang mahal; Jaringan internet yang tidak bagus,Petunjuk Teknis (Juknis); Diskusi dengan rekan sesama tenaga kesehatan,"Membantu anamnesa pasien; Membantu program kesehatan lain (contoh: imunisasi, DBD, posyandu)",1-3 jam,3-5 jam,3-5 jam,3-5 jam,3-5 jam,3-5 jam,3-5 jam,3-5 jam,Pribadi,,,,,,,,Dinkes Provinsi,,"Kurang dari Rp100.000,00","Rp100.000,00 - Rp300.000,00",,"Alamat kasus konfirmasi tidak sesuai dengan domisili; Nomor kontak (hp, telp rumah, dll) tidak lengkap/tidak tersedia; Keterlambatan rilis informasi kasus","Alamat kontak erat tidak ditemukan; Nomor kontak (hp, telp rumah, dll) tidak lengkap/tidak tersedia; Kasus Konfirmasi tidak terbuka (tidak mau memberi tahu siapa saja kontak eratnya)",Kontak erat atau kasus konfirmasi tidak merespon telepon atau pesan yang dikirim; Tidak menerima akan statusnya sebagai kontak erat atau kasus konfirmasi; Kasus konfirmasi atau kontak erat tidak mau memberikan informasi yang dibutuhkan,Pencatatan yang berulang (manual dan komputer); Informasi yang diberikan kasus konfirmasi atau kontak erat kurang lengkap,"Ketidaksinkronan data antara pencatatan manual dan excel/aplikasi; Ketidaktersediaan fasilitas pendukung (komputer/laptop, internet, listrik); Kekurangan SDM untuk melakukan pelaporan; Kesulitan untuk menemukan kembali arsip kertas form PE",3,Kontak erat/kasus konfirmasi berhasil dihubungi; Kontak erat/kasus konfirmasi menjawab pesan/telepon; Kontak erat/kasus konfirmasi mematuhi anjuran dan isolasi,WhatsApp; SMS; Telepon; Kunjungan langsung,WhatsApp; SMS; Telepon; Kunjungan langsung,Form PE kertas; New All Record (NAR),Form PE kertas; Form Excel; WhatsApp Group,Tidak pernah,,1,Menerima laporan kondisi pasien yang isolasi mandiri untuk pemantauan; Mendapatkan nomor hp dan alamat pasien yang bisa dihubungi; Memperoleh data secara cepat dan akurat tentang riwayat pasien,"Rp2.000.001,00 - Rp3.000.000,00",Tidak,
2021/02/24 09:58:44,Surveilans/Petugas Pelacakan Kontak,Puskesmas,1988,Wanita,Diploma/S1,Mengikuti sebagian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Handphone; Komputer,3-5 jam,Sangat sulit (sering meminta bantuan orang lain dalam melakukan aktivitas online),Jaringan internet yang tidak bagus; Tidak memiliki perangkat untuk melakukan aktivitas online,Diskusi dengan rekan sesama tenaga kesehatan,Melaksanakan dan mengawasi kesehatan lingkungan,1-3 jam,1-3 jam,1-3 jam,1-3 jam,1-3 jam,1-3 jam,1-3 jam,1-3 jam,Pribadi,,,,,,Puskesmas,,,,"Rp100.000,00 - Rp300.000,00","Rp500.001,00 - Rp700.000,00",,"Nomor kontak (hp, telp rumah, dll) tidak lengkap/tidak tersedia",Kasus Konfirmasi tidak terbuka (tidak mau memberi tahu siapa saja kontak eratnya); Kasus Konfirmasi tidak mengingat (lupa) riwayat perjalanannya; Kasus Konfirmasi tidak mengingat (lupa) riwayat kontaknya,Tidak menerima akan statusnya sebagai kontak erat atau kasus konfirmasi; Kasus konfirmasi atau kontak erat tidak mau memberikan informasi yang dibutuhkan,Informasi yang diberikan kasus konfirmasi atau kontak erat kurang lengkap,Kekurangan SDM untuk melakukan pelaporan,3,Kontak erat/kasus konfirmasi mematuhi anjuran dan isolasi; Ingin segera menyelesaikan tugas dalam pelacakan kontak; Mendapat insentif/reward yang sesuai,WhatsApp; Telepon; Kunjungan langsung,WhatsApp; Telepon; Kunjungan langsung,Form PE kertas,Form Excel; WhatsApp Group,1-2 minggu sekali,3,3,Menerima laporan kondisi pasien yang isolasi mandiri untuk pemantauan; Mengetahui pasien yang memiliki komorbid dan yang sudah diswab; Memperoleh data secara cepat dan akurat tentang riwayat pasien,"Rp1.000.000,00 - Rp2.000.000,00",Tidak,
2021/02/24 09:56:02,Surveilans/Petugas Pelacakan Kontak,Puskesmas,1969,Wanita,Diploma/S1,Mengikuti sebagian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Handphone,3-5 jam,Sangat sulit (sering meminta bantuan orang lain dalam melakukan aktivitas online),Biaya internet yang mahal; Tidak memiliki perangkat untuk melakukan aktivitas online,Petunjuk Teknis (Juknis); Diklat/seminar/pelatihan,"Membantu program kesehatan lain (contoh: imunisasi, DBD, posyandu)",3-5 jam,1-3 jam,3-5 jam,3-5 jam,1-3 jam,3-5 jam,1-3 jam,1-3 jam,Pribadi,,,,,,Puskesmas,,,,"Rp100.000,00 - Rp300.000,00","Rp100.000,00 - Rp300.000,00",-,"Alamat kasus konfirmasi tidak sesuai dengan domisili; Nomor kontak (hp, telp rumah, dll) tidak lengkap/tidak tersedia",Kasus Konfirmasi tidak terbuka (tidak mau memberi tahu siapa saja kontak eratnya),Kontak erat atau kasus konfirmasi tidak merespon telepon atau pesan yang dikirim; Tidak menerima akan statusnya sebagai kontak erat atau kasus konfirmasi,Informasi yang diberikan kasus konfirmasi atau kontak erat kurang lengkap,"Ketidaksinkronan data antara pencatatan manual dan excel/aplikasi; Ketidaktersediaan fasilitas pendukung (komputer/laptop, internet, listrik)",4,Kontak erat/kasus konfirmasi berhasil dihubungi; Kontak erat/kasus konfirmasi mematuhi anjuran dan isolasi,WhatsApp; Telepon,WhatsApp; Kunjungan langsung,Form PE kertas; New All Record (NAR),Form PE kertas; New All Record (NAR); WhatsApp Group,1-2 minggu sekali,5,5,Menerima laporan kondisi pasien yang isolasi mandiri untuk pemantauan; Mengetahui pasien yang memiliki komorbid dan yang sudah diswab; Memperoleh data secara cepat dan akurat tentang riwayat pasien,"Rp1.000.000,00 - Rp2.000.000,00",Ya,"Oom Komariah, S. Kep, Ners"
2021/02/24 09:52:08,Surveilans/Petugas Pelacakan Kontak,Puskesmas,1983,Wanita,Diploma/S1,Mengikuti secara penuh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Handphone; Laptop,3-5 jam,Mudah,Jaringan internet yang tidak bagus,Petunjuk Teknis (Juknis); Diskusi dengan rekan sesama tenaga kesehatan; Diklat/seminar/pelatihan; Internet,"Membantu anamnesa pasien; Membantu program kesehatan lain (contoh: imunisasi, DBD, posyandu); Membantu piket di posko P3K",3-5 jam,1-3 jam,Kurang dari 1 jam,1-3 jam,Kurang dari 1 jam,Kurang dari 1 jam,Kurang dari 1 jam,1-3 jam,Pribadi,,,,,Pribadi,,,,,"Kurang dari Rp100.000,00","Kurang dari Rp100.000,00",,Alamat kasus konfirmasi tidak sesuai dengan domisili; Keterlambatan rilis informasi kasus,Kasus Konfirmasi tidak terbuka (tidak mau memberi tahu siapa saja kontak eratnya); Kasus Konfirmasi tidak mengingat (lupa) riwayat kontaknya,Kontak erat atau kasus konfirmasi tidak merespon telepon atau pesan yang dikirim; Tidak menerima akan statusnya sebagai kontak erat atau kasus konfirmasi,Pencatatan yang berulang (manual dan komputer); Informasi yang diberikan kasus konfirmasi atau kontak erat kurang lengkap,Ketidaksinkronan data antara pencatatan manual dan excel/aplikasi,4,Kontak erat/kasus konfirmasi mematuhi anjuran dan isolasi; Kontak erat/kasus konfirmasi berhasil sembuh; Ingin segera menyelesaikan tugas dalam pelacakan kontak,WhatsApp; Telepon; Kunjungan langsung,WhatsApp; Telepon; Kunjungan langsung,Form PE kertas; Form Excel; New All Record (NAR),Form Excel; New All Record (NAR); WhatsApp Group; Aplikasi milik Kab/Kota,Tidak pernah,,4,Mengetahui pasien yang memiliki komorbid dan yang sudah diswab; Memprioritaskan kontak erat yang memiliki resiko tinggi dengan cara yang lebih cepat; Mempersingkat durasi wawancara dengan pasien terkonfirmasi/kontak erat,"Rp3.000.001,00 - Rp4.000.000,00",Tidak,
2021/02/24 09:50:50,Surveilans/Petugas Pelacakan Kontak,Puskesmas,1978,Pria,Diploma/S1,Mengikuti sebagian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Handphone; Laptop,1-3 jam,Mudah,Biaya internet yang mahal,Petunjuk Teknis (Juknis); Diskusi dengan rekan sesama tenaga kesehatan,"Membantu anamnesa pasien; Membantu program kesehatan lain (contoh: imunisasi, DBD, posyandu)",3-5 jam,1-3 jam,Lebih dari 5 jam,Lebih dari 5 jam,Lebih dari 5 jam,Lebih dari 5 jam,Lebih dari 5 jam,Lebih dari 5 jam,Pribadi,,,,,Pribadi,,,,,"Kurang dari Rp100.000,00","Kurang dari Rp100.000,00",Biaya mengambil sampel dan mengantarkan sampel pcr. Serta meerujuk pasien positif ke rumah sakit ,"Alamat kasus konfirmasi tidak lengkap; Alamat kasus konfirmasi tidak sesuai dengan domisili; Nomor kontak (hp, telp rumah, dll) tidak lengkap/tidak tersedia","Nomor kontak (hp, telp rumah, dll) tidak lengkap/tidak tersedia; Kasus Konfirmasi tidak terbuka (tidak mau memberi tahu siapa saja kontak eratnya)",Kontak erat atau kasus konfirmasi tidak merespon telepon atau pesan yang dikirim; Tidak menerima akan statusnya sebagai kontak erat atau kasus konfirmasi; Kasus konfirmasi atau kontak erat tidak mau memberikan informasi yang dibutuhkan,Pencatatan yang berulang (manual dan komputer); Informasi yang diberikan kasus konfirmasi atau kontak erat kurang lengkap,"Ketidaksinkronan data antara pencatatan manual dan excel/aplikasi; Ketidaktersediaan fasilitas pendukung (komputer/laptop, internet, listrik); Kekurangan SDM untuk melakukan pelaporan",,Kontak erat/kasus konfirmasi menjawab pesan/telepon; Kontak erat/kasus konfirmasi mematuhi anjuran dan isolasi; Mendapat insentif/reward yang sesuai,WhatsApp; SMS; Telepon,WhatsApp; SMS; Telepon,Form PE kertas; Aplikasi milik Kab/Kota,Aplikasi milik Kab/Kota,4-5 hari sekali,3,4,Mengetahui pasien yang memiliki komorbid dan yang sudah diswab; Mendapatkan nomor hp dan alamat pasien yang bisa dihubungi; Memperoleh data secara cepat dan akurat tentang riwayat pasien,"Rp3.000.001,00 - Rp4.000.000,00",Tidak,
2021/02/24 09:50:33,Surveilans/Petugas Pelacakan Kontak,Puskesmas,1978,Pria,Diploma/S1,Mengikuti sebagian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Handphone; Laptop,1-3 jam,Mudah,Biaya internet yang mahal,Petunjuk Teknis (Juknis); Diskusi dengan rekan sesama tenaga kesehatan,"Membantu anamnesa pasien; Membantu program kesehatan lain (contoh: imunisasi, DBD, posyandu)",3-5 jam,1-3 jam,Lebih dari 5 jam,Lebih dari 5 jam,Lebih dari 5 jam,Lebih dari 5 jam,Lebih dari 5 jam,Lebih dari 5 jam,Pribadi,,,,,Pribadi,,,,,"Kurang dari Rp100.000,00","Kurang dari Rp100.000,00",Biaya mengambil sampel dan mengantarkan sampel pcr. Serta meerujuk pasien positif ke rumah sakit ,"Alamat kasus konfirmasi tidak lengkap; Alamat kasus konfirmasi tidak sesuai dengan domisili; Nomor kontak (hp, telp rumah, dll) tidak lengkap/tidak tersedia","Nomor kontak (hp, telp rumah, dll) tidak lengkap/tidak tersedia; Kasus Konfirmasi tidak terbuka (tidak mau memberi tahu siapa saja kontak eratnya)",Kontak erat atau kasus konfirmasi tidak merespon telepon atau pesan yang dikirim; Tidak menerima akan statusnya sebagai kontak erat atau kasus konfirmasi; Kasus konfirmasi atau kontak erat tidak mau memberikan informasi yang dibutuhkan,Pencatatan yang berulang (manual dan komputer); Informasi yang diberikan kasus konfirmasi atau kontak erat kurang lengkap,"Ketidaksinkronan data antara pencatatan manual dan excel/aplikasi; Ketidaktersediaan fasilitas pendukung (komputer/laptop, internet, listrik); Kekurangan SDM untuk melakukan pelaporan",,Kontak erat/kasus konfirmasi menjawab pesan/telepon; Kontak erat/kasus konfirmasi mematuhi anjuran dan isolasi; Mendapat insentif/reward yang sesuai,WhatsApp; SMS; Telepon,WhatsApp; SMS; Telepon,Form PE kertas; Aplikasi milik Kab/Kota,Aplikasi milik Kab/Kota,4-5 hari sekali,3,4,Mengetahui pasien yang memiliki komorbid dan yang sudah diswab; Mendapatkan nomor hp dan alamat pasien yang bisa dihubungi; Memperoleh data secara cepat dan akurat tentang riwayat pasien,"Rp3.000.001,00 - Rp4.000.000,00",Tidak,
2021/02/24 09:42:58,Dokter Fungsional,Puskesmas,1991,Wanita,Diploma/S1,Tidak mengikuti,Ya,"Identifikasi kontak erat (wawancara); Monitoring dan follow up; Organisasi lacak kontak (koordinasi, dll)",Tidak setuju,Netral,Tidak setuju,Netral,Setuju,Setuju,Netral,Tidak setuju,Setuju,Sangat setuju,Netral,Setuju,Tidak setuju,Setuju,Tidak setuju,Setuju,Setuju,Setuju,Setuju,Setuju,Setuju,Setuju,Setuju,Setuju,Setuju,Netral,Setuju,Setuju,Setuju,Tidak setuju,Tidak setuju,Tidak setuju,Netral,Setuju,Setuju,Netral,Setuju,Netral,Setuju,"Mendapatkan informasi terkini dan valid mengenai penyebaran COVID-19; Menciptakan ketenangan dalam bekerja, dengan informasi yang jelas dan situasi terkini terkait COVID-19; Mendapatkan panduan untuk perlindungan terhadap diri sendiri dan keluarga dalam situasi pandemi",Melindungi masyarakat dari risiko penyebaran COVID-19; Memberikan edukasi mengenai pelacakan kontak; Berperan aktif dalam mengatasi pandemi; Melaksanakan arahan otoritas yang lebih tinggi,Pemahaman terhadap situasi pandemi yang dialami masyarakat setempat di suatu wilayah; Pelibatan wakil masyarakat setempat dalam lacak kontak di suatu wilayah; Adanya upaya untuk membangun kepercayaan dan keterlibatan masyarakat dalam lacak kontak,Handphone; Laptop,3-5 jam,Sulit,Tidak terbiasa melakukan aktivitas online,Petunjuk Teknis (Juknis); Diskusi dengan rekan sesama tenaga kesehatan; Diklat/seminar/pelatihan; Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ya,Noventy Sutarman
2021/02/24 09:42:53,Surveilans/Petugas Pelacakan Kontak,Puskesmas,1992,Wanita,Diploma/S1,Mengikuti secara penuh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Handphone,Lebih dari 5 jam,Mudah,Biaya internet yang mahal; Jaringan internet yang tidak bagus,Diskusi dengan rekan sesama tenaga kesehatan; Diklat/seminar/pelatihan; Internet,"Membantu anamnesa pasien; Menjaga dan merawat pasien di IGD, rawat inap atau PONED; Membantu wanita mulai dari kehamilan hingga melahirkan",Kurang dari 1 jam,Kurang dari 1 jam,Kurang dari 1 jam,Kurang dari 1 jam,Kurang dari 1 jam,1-3 jam,1-3 jam,1-3 jam,Pribadi,,,,,,Puskesmas,,,,"Rp100.000,00 - Rp300.000,00","Rp100.000,00 - Rp300.000,00",,"Alamat kasus konfirmasi tidak lengkap; Nomor kontak (hp, telp rumah, dll) tidak lengkap/tidak tersedia; Keterlambatan rilis informasi kasus","Alamat kontak erat tidak ditemukan; Nomor kontak (hp, telp rumah, dll) tidak lengkap/tidak tersedia",Tidak menerima akan statusnya sebagai kontak erat atau kasus konfirmasi,Informasi yang diberikan kasus konfirmasi atau kontak erat kurang lengkap,"Ketidaktersediaan fasilitas pendukung (komputer/laptop, internet, listrik)",3,Kontak erat/kasus konfirmasi menjawab pesan/telepon; Kontak erat/kasus konfirmasi mematuhi anjuran dan isolasi; Pekerjaan saya bisa membantu masyarakat,WhatsApp; Telepon,WhatsApp; Telepon; Kunjungan langsung,Form PE kertas,Aplikasi milik Kab/Kota,Setiap hari,3,3,Mengetahui pasien yang memiliki komorbid dan yang sudah diswab; Mendapatkan nomor hp dan alamat pasien yang bisa dihubungi; Memperoleh data secara cepat dan akurat tentang riwayat pasien,"Rp1.000.000,00 - Rp2.000.000,00",Tidak,
